Frame,fps
164,1000.0
165,1000.0
166,1000.0
167,1000.0
168,1000.0
169,1000.0
170,1000.0
171,1000.0
172,909.0909423828125
173,909.0909423828125
174,909.0909423828125
175,909.0909423828125
176,909.0909423828125
177,909.0909423828125
178,909.0909423828125
179,909.0909423828125
180,909.0909423828125
181,909.0909423828125
182,833.3333129882812
183,833.3333129882812
184,833.3333129882812
185,833.3333129882812
186,833.3333129882812
187,833.3333129882812
188,833.3333129882812
189,833.3333129882812
190,833.3333129882812
191,833.3333129882812
192,833.3333129882812
193,833.3333129882812
194,833.3333129882812
195,833.3333129882812
196,833.3333129882812
197,833.3333129882812
198,833.3333129882812
199,833.3333129882812
200,833.3333129882812
201,833.3333129882812
202,769.2307739257812
203,769.2307739257812
204,769.2307739257812
205,769.2307739257812
206,769.2307739257812
207,769.2307739257812
208,769.2307739257812
209,769.2307739257812
210,769.2307739257812
211,769.2307739257812
212,833.3333129882812
213,833.3333129882812
214,833.3333129882812
215,833.3333129882812
216,833.3333129882812
217,833.3333129882812
218,833.3333129882812
219,833.3333129882812
220,833.3333129882812
221,833.3333129882812
222,714.2857055664062
223,714.2857055664062
224,714.2857055664062
225,714.2857055664062
226,714.2857055664062
227,714.2857055664062
228,714.2857055664062
229,714.2857055664062
230,714.2857055664062
231,714.2857055664062
232,833.3333129882812
233,833.3333129882812
234,833.3333129882812
235,833.3333129882812
236,833.3333129882812
237,833.3333129882812
238,833.3333129882812
239,833.3333129882812
240,833.3333129882812
241,833.3333129882812
242,714.2857055664062
243,714.2857055664062
244,714.2857055664062
245,714.2857055664062
246,714.2857055664062
247,714.2857055664062
248,714.2857055664062
249,714.2857055664062
250,714.2857055664062
251,714.2857055664062
252,833.3333129882812
253,833.3333129882812
254,833.3333129882812
255,833.3333129882812
256,833.3333129882812
257,833.3333129882812
258,833.3333129882812
259,833.3333129882812
260,833.3333129882812
261,833.3333129882812
262,555.5556030273438
263,555.5556030273438
264,555.5556030273438
265,555.5556030273438
266,555.5556030273438
267,555.5556030273438
268,555.5556030273438
269,555.5556030273438
270,555.5556030273438
271,555.5556030273438
272,833.3333129882812
273,833.3333129882812
274,833.3333129882812
275,833.3333129882812
276,833.3333129882812
277,833.3333129882812
278,833.3333129882812
279,833.3333129882812
280,833.3333129882812
281,833.3333129882812
282,769.2307739257812
283,769.2307739257812
284,769.2307739257812
285,769.2307739257812
286,769.2307739257812
287,769.2307739257812
288,769.2307739257812
289,769.2307739257812
290,769.2307739257812
291,769.2307739257812
292,769.2307739257812
293,769.2307739257812
294,769.2307739257812
295,769.2307739257812
296,769.2307739257812
297,769.2307739257812
298,769.2307739257812
299,769.2307739257812
300,769.2307739257812
301,769.2307739257812
302,833.3333129882812
303,833.3333129882812
304,833.3333129882812
305,833.3333129882812
306,833.3333129882812
307,833.3333129882812
308,833.3333129882812
309,833.3333129882812
310,833.3333129882812
311,833.3333129882812
312,769.2307739257812
313,769.2307739257812
314,769.2307739257812
315,769.2307739257812
316,769.2307739257812
317,769.2307739257812
318,769.2307739257812
319,769.2307739257812
320,769.2307739257812
321,769.2307739257812
322,714.2857055664062
323,714.2857055664062
324,714.2857055664062
325,714.2857055664062
326,714.2857055664062
327,714.2857055664062
328,714.2857055664062
329,714.2857055664062
330,714.2857055664062
331,714.2857055664062
332,714.2857055664062
333,714.2857055664062
334,714.2857055664062
335,714.2857055664062
336,714.2857055664062
337,714.2857055664062
338,714.2857055664062
339,714.2857055664062
340,714.2857055664062
341,714.2857055664062
342,769.2307739257812
343,769.2307739257812
344,769.2307739257812
345,769.2307739257812
346,769.2307739257812
347,769.2307739257812
348,769.2307739257812
349,769.2307739257812
350,769.2307739257812
351,769.2307739257812
352,833.3333129882812
353,833.3333129882812
354,833.3333129882812
355,833.3333129882812
356,833.3333129882812
357,833.3333129882812
358,833.3333129882812
359,833.3333129882812
360,833.3333129882812
361,833.3333129882812
362,714.2857055664062
363,714.2857055664062
364,714.2857055664062
365,714.2857055664062
366,714.2857055664062
367,714.2857055664062
368,714.2857055664062
369,714.2857055664062
370,714.2857055664062
371,714.2857055664062
372,769.2307739257812
373,769.2307739257812
374,769.2307739257812
375,769.2307739257812
376,769.2307739257812
377,769.2307739257812
378,769.2307739257812
379,769.2307739257812
380,769.2307739257812
381,769.2307739257812
382,909.0909423828125
383,909.0909423828125
384,909.0909423828125
385,909.0909423828125
386,909.0909423828125
387,909.0909423828125
388,909.0909423828125
389,909.0909423828125
390,909.0909423828125
391,909.0909423828125
392,833.3333129882812
393,833.3333129882812
394,833.3333129882812
395,833.3333129882812
396,833.3333129882812
397,833.3333129882812
398,833.3333129882812
399,833.3333129882812
400,833.3333129882812
401,833.3333129882812
402,769.2307739257812
403,769.2307739257812
404,769.2307739257812
405,769.2307739257812
406,769.2307739257812
407,769.2307739257812
408,769.2307739257812
409,769.2307739257812
410,769.2307739257812
411,769.2307739257812
412,769.2307739257812
413,769.2307739257812
414,769.2307739257812
415,769.2307739257812
416,769.2307739257812
417,769.2307739257812
418,769.2307739257812
419,769.2307739257812
420,769.2307739257812
421,769.2307739257812
422,666.6666870117188
423,666.6666870117188
424,666.6666870117188
425,666.6666870117188
426,666.6666870117188
427,666.6666870117188
428,666.6666870117188
429,666.6666870117188
430,666.6666870117188
431,666.6666870117188
432,769.2307739257812
433,769.2307739257812
434,769.2307739257812
435,769.2307739257812
436,769.2307739257812
437,769.2307739257812
438,769.2307739257812
439,769.2307739257812
440,769.2307739257812
441,769.2307739257812
442,909.0909423828125
443,909.0909423828125
444,909.0909423828125
445,909.0909423828125
446,909.0909423828125
447,909.0909423828125
448,909.0909423828125
449,909.0909423828125
450,909.0909423828125
451,909.0909423828125
452,769.2307739257812
453,769.2307739257812
454,769.2307739257812
455,769.2307739257812
456,769.2307739257812
457,769.2307739257812
458,769.2307739257812
459,769.2307739257812
460,769.2307739257812
461,769.2307739257812
462,769.2307739257812
463,769.2307739257812
464,769.2307739257812
465,769.2307739257812
466,769.2307739257812
467,769.2307739257812
468,769.2307739257812
469,769.2307739257812
470,769.2307739257812
471,769.2307739257812
472,833.3333129882812
473,833.3333129882812
474,833.3333129882812
475,833.3333129882812
476,833.3333129882812
477,833.3333129882812
478,833.3333129882812
479,833.3333129882812
480,833.3333129882812
481,833.3333129882812
482,769.2307739257812
483,769.2307739257812
484,769.2307739257812
485,769.2307739257812
486,769.2307739257812
487,769.2307739257812
488,769.2307739257812
489,769.2307739257812
490,769.2307739257812
491,769.2307739257812
492,833.3333129882812
493,833.3333129882812
494,833.3333129882812
495,833.3333129882812
496,833.3333129882812
497,833.3333129882812
498,833.3333129882812
499,833.3333129882812
500,833.3333129882812
501,833.3333129882812
502,909.0909423828125
503,909.0909423828125
504,909.0909423828125
505,909.0909423828125
506,909.0909423828125
507,909.0909423828125
508,909.0909423828125
509,909.0909423828125
510,909.0909423828125
511,909.0909423828125
512,833.3333129882812
513,833.3333129882812
514,833.3333129882812
515,833.3333129882812
516,833.3333129882812
517,833.3333129882812
518,833.3333129882812
519,833.3333129882812
520,833.3333129882812
521,833.3333129882812
522,769.2307739257812
523,769.2307739257812
524,769.2307739257812
525,769.2307739257812
526,769.2307739257812
527,769.2307739257812
528,769.2307739257812
529,769.2307739257812
530,769.2307739257812
531,769.2307739257812
532,714.2857055664062
533,714.2857055664062
534,714.2857055664062
535,714.2857055664062
536,714.2857055664062
537,714.2857055664062
538,714.2857055664062
539,714.2857055664062
540,714.2857055664062
541,714.2857055664062
542,833.3333129882812
543,833.3333129882812
544,833.3333129882812
545,833.3333129882812
546,833.3333129882812
547,833.3333129882812
548,833.3333129882812
549,833.3333129882812
550,833.3333129882812
551,833.3333129882812
552,714.2857055664062
553,714.2857055664062
554,714.2857055664062
555,714.2857055664062
556,714.2857055664062
557,714.2857055664062
558,714.2857055664062
559,714.2857055664062
560,714.2857055664062
561,714.2857055664062
562,714.2857055664062
563,714.2857055664062
564,714.2857055664062
565,714.2857055664062
566,714.2857055664062
567,714.2857055664062
568,714.2857055664062
569,714.2857055664062
570,714.2857055664062
571,714.2857055664062
572,833.3333129882812
573,833.3333129882812
574,833.3333129882812
575,833.3333129882812
576,833.3333129882812
577,833.3333129882812
578,833.3333129882812
579,833.3333129882812
580,833.3333129882812
581,833.3333129882812
582,714.2857055664062
583,714.2857055664062
584,714.2857055664062
585,714.2857055664062
586,714.2857055664062
587,714.2857055664062
588,714.2857055664062
589,714.2857055664062
590,714.2857055664062
591,714.2857055664062
592,833.3333129882812
593,833.3333129882812
594,833.3333129882812
595,833.3333129882812
596,833.3333129882812
597,833.3333129882812
598,833.3333129882812
599,833.3333129882812
600,833.3333129882812
601,833.3333129882812
602,833.3333129882812
603,833.3333129882812
604,833.3333129882812
605,833.3333129882812
606,833.3333129882812
607,833.3333129882812
608,833.3333129882812
609,833.3333129882812
610,833.3333129882812
611,833.3333129882812
612,666.6666870117188
613,666.6666870117188
614,666.6666870117188
615,666.6666870117188
616,666.6666870117188
617,666.6666870117188
618,666.6666870117188
619,666.6666870117188
620,666.6666870117188
621,666.6666870117188
622,769.2307739257812
623,769.2307739257812
624,769.2307739257812
625,769.2307739257812
626,769.2307739257812
627,769.2307739257812
628,769.2307739257812
629,769.2307739257812
630,769.2307739257812
631,769.2307739257812
632,833.3333129882812
633,833.3333129882812
634,833.3333129882812
635,833.3333129882812
636,833.3333129882812
637,833.3333129882812
638,833.3333129882812
639,833.3333129882812
640,833.3333129882812
641,833.3333129882812
642,833.3333129882812
643,833.3333129882812
644,833.3333129882812
645,833.3333129882812
646,833.3333129882812
647,833.3333129882812
648,833.3333129882812
649,833.3333129882812
650,833.3333129882812
651,833.3333129882812
652,769.2307739257812
653,769.2307739257812
654,769.2307739257812
655,769.2307739257812
656,769.2307739257812
657,769.2307739257812
658,769.2307739257812
659,769.2307739257812
660,769.2307739257812
661,769.2307739257812
662,769.2307739257812
663,769.2307739257812
664,769.2307739257812
665,769.2307739257812
666,769.2307739257812
667,769.2307739257812
668,769.2307739257812
669,769.2307739257812
670,769.2307739257812
671,769.2307739257812
672,833.3333129882812
673,833.3333129882812
674,833.3333129882812
675,833.3333129882812
676,833.3333129882812
677,833.3333129882812
678,833.3333129882812
679,833.3333129882812
680,833.3333129882812
681,833.3333129882812
682,909.0909423828125
683,909.0909423828125
684,909.0909423828125
685,909.0909423828125
686,909.0909423828125
687,909.0909423828125
688,909.0909423828125
689,909.0909423828125
690,909.0909423828125
691,909.0909423828125
692,909.0909423828125
693,909.0909423828125
694,909.0909423828125
695,909.0909423828125
696,909.0909423828125
697,909.0909423828125
698,909.0909423828125
699,909.0909423828125
700,909.0909423828125
701,909.0909423828125
702,833.3333129882812
703,833.3333129882812
704,833.3333129882812
705,833.3333129882812
706,833.3333129882812
707,833.3333129882812
708,833.3333129882812
709,833.3333129882812
710,833.3333129882812
711,833.3333129882812
712,833.3333129882812
713,833.3333129882812
714,833.3333129882812
715,833.3333129882812
716,833.3333129882812
717,833.3333129882812
718,833.3333129882812
719,833.3333129882812
720,833.3333129882812
721,833.3333129882812
722,833.3333129882812
723,833.3333129882812
724,833.3333129882812
725,833.3333129882812
726,833.3333129882812
727,833.3333129882812
728,833.3333129882812
729,833.3333129882812
730,833.3333129882812
731,833.3333129882812
732,769.2307739257812
733,769.2307739257812
734,769.2307739257812
735,769.2307739257812
736,769.2307739257812
737,769.2307739257812
738,769.2307739257812
739,769.2307739257812
740,769.2307739257812
741,769.2307739257812
742,833.3333129882812
743,833.3333129882812
744,833.3333129882812
745,833.3333129882812
746,833.3333129882812
747,833.3333129882812
748,833.3333129882812
749,833.3333129882812
750,833.3333129882812
751,833.3333129882812
752,769.2307739257812
753,769.2307739257812
754,769.2307739257812
755,769.2307739257812
756,769.2307739257812
757,769.2307739257812
758,769.2307739257812
759,769.2307739257812
760,769.2307739257812
761,769.2307739257812
762,666.6666870117188
763,666.6666870117188
764,666.6666870117188
765,666.6666870117188
766,666.6666870117188
767,666.6666870117188
768,666.6666870117188
769,666.6666870117188
770,666.6666870117188
771,666.6666870117188
772,833.3333129882812
773,833.3333129882812
774,833.3333129882812
775,833.3333129882812
776,833.3333129882812
777,833.3333129882812
778,833.3333129882812
779,833.3333129882812
780,833.3333129882812
781,833.3333129882812
782,769.2307739257812
783,769.2307739257812
784,769.2307739257812
785,769.2307739257812
786,769.2307739257812
787,769.2307739257812
788,769.2307739257812
789,769.2307739257812
790,769.2307739257812
791,769.2307739257812
792,769.2307739257812
793,769.2307739257812
794,769.2307739257812
795,769.2307739257812
796,769.2307739257812
797,769.2307739257812
798,769.2307739257812
799,769.2307739257812
800,769.2307739257812
801,769.2307739257812
802,769.2307739257812
803,769.2307739257812
804,769.2307739257812
805,769.2307739257812
806,769.2307739257812
807,769.2307739257812
808,769.2307739257812
809,769.2307739257812
810,769.2307739257812
811,769.2307739257812
812,769.2307739257812
813,769.2307739257812
814,769.2307739257812
815,769.2307739257812
816,769.2307739257812
817,769.2307739257812
818,769.2307739257812
819,769.2307739257812
820,769.2307739257812
821,769.2307739257812
822,833.3333129882812
823,833.3333129882812
824,833.3333129882812
825,833.3333129882812
826,833.3333129882812
827,833.3333129882812
828,833.3333129882812
829,833.3333129882812
830,833.3333129882812
831,833.3333129882812
832,833.3333129882812
833,833.3333129882812
834,833.3333129882812
835,833.3333129882812
836,833.3333129882812
837,833.3333129882812
838,833.3333129882812
839,833.3333129882812
840,833.3333129882812
841,833.3333129882812
842,833.3333129882812
843,833.3333129882812
844,833.3333129882812
845,833.3333129882812
846,833.3333129882812
847,833.3333129882812
848,833.3333129882812
849,833.3333129882812
850,833.3333129882812
851,833.3333129882812
852,769.2307739257812
853,769.2307739257812
854,769.2307739257812
855,769.2307739257812
856,769.2307739257812
857,769.2307739257812
858,769.2307739257812
859,769.2307739257812
860,769.2307739257812
861,769.2307739257812
862,714.2857055664062
863,714.2857055664062
864,714.2857055664062
865,714.2857055664062
866,714.2857055664062
867,714.2857055664062
868,714.2857055664062
869,714.2857055664062
870,714.2857055664062
871,714.2857055664062
872,833.3333129882812
873,833.3333129882812
874,833.3333129882812
875,833.3333129882812
876,833.3333129882812
877,833.3333129882812
878,833.3333129882812
879,833.3333129882812
880,833.3333129882812
881,833.3333129882812
882,833.3333129882812
883,833.3333129882812
884,833.3333129882812
885,833.3333129882812
886,833.3333129882812
887,833.3333129882812
888,833.3333129882812
889,833.3333129882812
890,833.3333129882812
891,833.3333129882812
892,833.3333129882812
893,833.3333129882812
894,833.3333129882812
895,833.3333129882812
896,833.3333129882812
897,833.3333129882812
898,833.3333129882812
899,833.3333129882812
900,833.3333129882812
901,833.3333129882812
902,769.2307739257812
903,769.2307739257812
904,769.2307739257812
905,769.2307739257812
906,769.2307739257812
907,769.2307739257812
908,769.2307739257812
909,769.2307739257812
910,769.2307739257812
911,769.2307739257812
912,769.2307739257812
913,769.2307739257812
914,769.2307739257812
915,769.2307739257812
916,769.2307739257812
917,769.2307739257812
918,769.2307739257812
919,769.2307739257812
920,769.2307739257812
921,769.2307739257812
922,666.6666870117188
923,666.6666870117188
924,666.6666870117188
925,666.6666870117188
926,666.6666870117188
927,666.6666870117188
928,666.6666870117188
929,666.6666870117188
930,666.6666870117188
931,666.6666870117188
932,769.2307739257812
933,769.2307739257812
934,769.2307739257812
935,769.2307739257812
936,769.2307739257812
937,769.2307739257812
938,769.2307739257812
939,769.2307739257812
940,769.2307739257812
941,769.2307739257812
942,833.3333129882812
943,833.3333129882812
944,833.3333129882812
945,833.3333129882812
946,833.3333129882812
947,833.3333129882812
948,833.3333129882812
949,833.3333129882812
950,833.3333129882812
951,833.3333129882812
952,909.0909423828125
953,909.0909423828125
954,909.0909423828125
955,909.0909423828125
956,909.0909423828125
957,909.0909423828125
958,909.0909423828125
959,909.0909423828125
960,909.0909423828125
961,909.0909423828125
962,909.0909423828125
963,909.0909423828125
964,909.0909423828125
965,909.0909423828125
966,909.0909423828125
967,909.0909423828125
968,909.0909423828125
969,909.0909423828125
970,909.0909423828125
971,909.0909423828125
972,769.2307739257812
973,769.2307739257812
974,769.2307739257812
975,769.2307739257812
976,769.2307739257812
977,769.2307739257812
978,769.2307739257812
979,769.2307739257812
980,769.2307739257812
981,769.2307739257812
982,833.3333129882812
983,833.3333129882812
984,833.3333129882812
985,833.3333129882812
986,833.3333129882812
987,833.3333129882812
988,833.3333129882812
989,833.3333129882812
990,833.3333129882812
991,833.3333129882812
992,833.3333129882812
993,833.3333129882812
994,833.3333129882812
995,833.3333129882812
996,833.3333129882812
997,833.3333129882812
998,833.3333129882812
999,833.3333129882812
1000,833.3333129882812
1001,833.3333129882812
1002,909.0909423828125
1003,909.0909423828125
1004,909.0909423828125
1005,909.0909423828125
1006,909.0909423828125
1007,909.0909423828125
1008,909.0909423828125
1009,909.0909423828125
1010,909.0909423828125
1011,909.0909423828125
1012,666.6666870117188
1013,666.6666870117188
1014,666.6666870117188
1015,666.6666870117188
1016,666.6666870117188
1017,666.6666870117188
1018,666.6666870117188
1019,666.6666870117188
1020,666.6666870117188
1021,666.6666870117188
1022,833.3333129882812
1023,833.3333129882812
1024,833.3333129882812
1025,833.3333129882812
1026,833.3333129882812
1027,833.3333129882812
1028,833.3333129882812
1029,833.3333129882812
1030,833.3333129882812
1031,833.3333129882812
1032,833.3333129882812
1033,833.3333129882812
1034,833.3333129882812
1035,833.3333129882812
1036,833.3333129882812
1037,833.3333129882812
1038,833.3333129882812
1039,833.3333129882812
1040,833.3333129882812
1041,833.3333129882812
1042,625.0
1043,625.0
1044,625.0
1045,625.0
1046,625.0
1047,625.0
1048,625.0
1049,625.0
1050,625.0
1051,625.0
1052,833.3333129882812
1053,833.3333129882812
1054,833.3333129882812
1055,833.3333129882812
1056,833.3333129882812
1057,833.3333129882812
1058,833.3333129882812
1059,833.3333129882812
1060,833.3333129882812
1061,833.3333129882812
1062,833.3333129882812
1063,833.3333129882812
1064,833.3333129882812
1065,833.3333129882812
1066,833.3333129882812
1067,833.3333129882812
1068,833.3333129882812
1069,833.3333129882812
1070,833.3333129882812
1071,833.3333129882812
1072,1000.0
1073,1000.0
1074,1000.0
1075,1000.0
1076,1000.0
1077,1000.0
1078,1000.0
1079,1000.0
1080,1000.0
1081,1000.0
1082,769.2307739257812
1083,769.2307739257812
1084,769.2307739257812
1085,769.2307739257812
1086,769.2307739257812
1087,769.2307739257812
1088,769.2307739257812
1089,769.2307739257812
1090,769.2307739257812
1091,769.2307739257812
1092,1000.0
1093,1000.0
1094,1000.0
1095,1000.0
1096,1000.0
1097,1000.0
1098,1000.0
1099,1000.0
1100,1000.0
1101,1000.0
1102,909.0909423828125
1103,909.0909423828125
1104,909.0909423828125
1105,909.0909423828125
1106,909.0909423828125
1107,909.0909423828125
1108,909.0909423828125
1109,909.0909423828125
1110,909.0909423828125
1111,909.0909423828125
1112,833.3333129882812
1113,833.3333129882812
1114,833.3333129882812
1115,833.3333129882812
1116,833.3333129882812
1117,833.3333129882812
1118,833.3333129882812
1119,833.3333129882812
1120,833.3333129882812
1121,833.3333129882812
1122,714.2857055664062
1123,714.2857055664062
1124,714.2857055664062
1125,714.2857055664062
1126,714.2857055664062
1127,714.2857055664062
1128,714.2857055664062
1129,714.2857055664062
1130,714.2857055664062
1131,714.2857055664062
1132,769.2307739257812
1133,769.2307739257812
1134,769.2307739257812
1135,769.2307739257812
1136,769.2307739257812
1137,769.2307739257812
1138,769.2307739257812
1139,769.2307739257812
1140,769.2307739257812
1141,769.2307739257812
1142,833.3333129882812
1143,833.3333129882812
1144,833.3333129882812
1145,833.3333129882812
1146,833.3333129882812
1147,833.3333129882812
1148,833.3333129882812
1149,833.3333129882812
1150,833.3333129882812
1151,833.3333129882812
1152,714.2857055664062
1153,714.2857055664062
1154,714.2857055664062
1155,714.2857055664062
1156,714.2857055664062
1157,714.2857055664062
1158,714.2857055664062
1159,714.2857055664062
1160,714.2857055664062
1161,714.2857055664062
1162,769.2307739257812
1163,769.2307739257812
1164,769.2307739257812
1165,769.2307739257812
1166,769.2307739257812
1167,769.2307739257812
1168,769.2307739257812
1169,769.2307739257812
1170,769.2307739257812
1171,769.2307739257812
1172,909.0909423828125
1173,909.0909423828125
1174,909.0909423828125
1175,909.0909423828125
1176,909.0909423828125
1177,909.0909423828125
1178,909.0909423828125
1179,909.0909423828125
1180,909.0909423828125
1181,909.0909423828125
1182,833.3333129882812
1183,833.3333129882812
1184,833.3333129882812
1185,833.3333129882812
1186,833.3333129882812
1187,833.3333129882812
1188,833.3333129882812
1189,833.3333129882812
1190,833.3333129882812
1191,833.3333129882812
1192,909.0909423828125
1193,909.0909423828125
1194,909.0909423828125
1195,909.0909423828125
1196,909.0909423828125
1197,909.0909423828125
1198,909.0909423828125
1199,909.0909423828125
1200,909.0909423828125
1201,909.0909423828125
1202,833.3333129882812
1203,833.3333129882812
1204,833.3333129882812
1205,833.3333129882812
1206,833.3333129882812
1207,833.3333129882812
1208,833.3333129882812
1209,833.3333129882812
1210,833.3333129882812
1211,833.3333129882812
1212,833.3333129882812
1213,833.3333129882812
1214,833.3333129882812
1215,833.3333129882812
1216,833.3333129882812
1217,833.3333129882812
1218,833.3333129882812
1219,833.3333129882812
1220,833.3333129882812
1221,833.3333129882812
1222,714.2857055664062
1223,714.2857055664062
1224,714.2857055664062
1225,714.2857055664062
1226,714.2857055664062
1227,714.2857055664062
1228,714.2857055664062
1229,714.2857055664062
1230,714.2857055664062
1231,714.2857055664062
1232,833.3333129882812
1233,833.3333129882812
1234,833.3333129882812
1235,833.3333129882812
1236,833.3333129882812
1237,833.3333129882812
1238,833.3333129882812
1239,833.3333129882812
1240,833.3333129882812
1241,833.3333129882812
1242,833.3333129882812
1243,833.3333129882812
1244,833.3333129882812
1245,833.3333129882812
1246,833.3333129882812
1247,833.3333129882812
1248,833.3333129882812
1249,833.3333129882812
1250,833.3333129882812
1251,833.3333129882812
1252,833.3333129882812
1253,833.3333129882812
1254,833.3333129882812
1255,833.3333129882812
1256,833.3333129882812
1257,833.3333129882812
1258,833.3333129882812
1259,833.3333129882812
1260,833.3333129882812
1261,833.3333129882812
1262,833.3333129882812
1263,833.3333129882812
1264,833.3333129882812
1265,833.3333129882812
1266,833.3333129882812
1267,833.3333129882812
1268,833.3333129882812
1269,833.3333129882812
1270,833.3333129882812
1271,833.3333129882812
1272,909.0909423828125
1273,909.0909423828125
1274,909.0909423828125
1275,909.0909423828125
1276,909.0909423828125
1277,909.0909423828125
1278,909.0909423828125
1279,909.0909423828125
1280,909.0909423828125
1281,909.0909423828125
1282,833.3333129882812
1283,833.3333129882812
1284,833.3333129882812
1285,833.3333129882812
1286,833.3333129882812
1287,833.3333129882812
1288,833.3333129882812
1289,833.3333129882812
1290,833.3333129882812
1291,833.3333129882812
1292,769.2307739257812
1293,769.2307739257812
1294,769.2307739257812
1295,769.2307739257812
1296,769.2307739257812
1297,769.2307739257812
1298,769.2307739257812
1299,769.2307739257812
1300,769.2307739257812
1301,769.2307739257812
1302,909.0909423828125
1303,909.0909423828125
1304,909.0909423828125
1305,909.0909423828125
1306,909.0909423828125
1307,909.0909423828125
1308,909.0909423828125
1309,909.0909423828125
1310,909.0909423828125
1311,909.0909423828125
1312,833.3333129882812
1313,833.3333129882812
1314,833.3333129882812
1315,833.3333129882812
1316,833.3333129882812
1317,833.3333129882812
1318,833.3333129882812
1319,833.3333129882812
1320,833.3333129882812
1321,833.3333129882812
1322,714.2857055664062
1323,714.2857055664062
1324,714.2857055664062
1325,714.2857055664062
1326,714.2857055664062
1327,714.2857055664062
1328,714.2857055664062
1329,714.2857055664062
1330,714.2857055664062
1331,714.2857055664062
1332,769.2307739257812
1333,769.2307739257812
1334,769.2307739257812
1335,769.2307739257812
1336,769.2307739257812
1337,769.2307739257812
1338,769.2307739257812
1339,769.2307739257812
1340,769.2307739257812
1341,769.2307739257812
1342,714.2857055664062
1343,714.2857055664062
1344,714.2857055664062
1345,714.2857055664062
1346,714.2857055664062
1347,714.2857055664062
1348,714.2857055664062
1349,714.2857055664062
1350,714.2857055664062
1351,714.2857055664062
1352,833.3333129882812
1353,833.3333129882812
1354,833.3333129882812
1355,833.3333129882812
1356,833.3333129882812
1357,833.3333129882812
1358,833.3333129882812
1359,833.3333129882812
1360,833.3333129882812
1361,833.3333129882812
1362,714.2857055664062
1363,714.2857055664062
1364,714.2857055664062
1365,714.2857055664062
1366,714.2857055664062
1367,714.2857055664062
1368,714.2857055664062
1369,714.2857055664062
1370,714.2857055664062
1371,714.2857055664062
1372,625.0
1373,625.0
1374,625.0
1375,625.0
1376,625.0
1377,625.0
1378,625.0
1379,625.0
1380,625.0
1381,625.0
1382,909.0909423828125
1383,909.0909423828125
1384,909.0909423828125
1385,909.0909423828125
1386,909.0909423828125
1387,909.0909423828125
1388,909.0909423828125
1389,909.0909423828125
1390,909.0909423828125
